model,task,file_id,goal_f1,task_success,goal_success,execution_success,failure_type,raw_failure_text
gpt-4o-2024-05-13,Cook some food,392_2,0.1905,,,,relation_grounding,"2026-04-22 14:40:35 - virtualhome_eval.evaluation.action_sequencing.scripts.evaluate_results - Encounter error: AFFORDANCE_ERROR | 2026-04-22 14:40:35 - virtualhome_eval.evaluation.action_sequencing.scripts.evaluate_results - failed_error_code=2 | 2026-04-22 14:40:35 - virtualhome_eval.simulation.evolving_graph.eval_utils - GOAL FAIL! Not matched: {'id': 295, 'class_name': 'oven', 'state': 'ON'} | 2026-04-22 14:40:35 - virtualhome_eval.simulation.evolving_graph.eval_utils - GOAL FAIL! Not found: {'from_id': 1001, 'relation_type': 'ON', 'to_id': 295}"
gpt-4o-2024-05-13,Wash dishes by hand,988_1,0.1818,,,,other,"2026-04-22 14:40:46 - virtualhome_eval.evaluation.action_sequencing.scripts.evaluate_results - Affordance error: 4, rate = 1.31% | 2026-04-22 14:40:46 - virtualhome_eval.evaluation.action_sequencing.scripts.evaluate_results - Error info of gpt-4o-2024-05-13 saved to /Users/hanson/Documents/Newcastle/thesis/code/output_single_norm/virtualhome/evaluate_results/action_sequencing/gpt-4o-2024-05-13"
gpt-4o-2024-05-13,Put groceries in Fridge,837_2,0.1667,,,,relation_grounding,"2026-04-22 14:40:08 - virtualhome_eval.evaluation.action_sequencing.scripts.evaluate_results - Encounter error: WRONG_TEMPORAL_ORDER | 2026-04-22 14:40:08 - virtualhome_eval.evaluation.action_sequencing.scripts.evaluate_results - Current action [PUTIN] <food_cheese> (1001) <freezer> (289) has wrong order error on task 837_2. | 2026-04-22 14:40:08 - virtualhome_eval.evaluation.action_sequencing.scripts.evaluate_results - failed_error_code=0 | 2026-04-22 14:40:08 - virtualhome_eval.simulation.evolving_graph.eval_utils - GOAL FAIL! Not found: {'from_id': 1001, 'relation_type': 'INSIDE', 'to_id': 289}"
gpt-4o-2024-05-13,Wash clothes,850_1,0.1538,,,,other,2026-04-22 14:40:00 - virtualhome_eval.evaluation.action_sequencing.scripts.evaluate_results - Program 850_1 did not pass gold test
gpt-4o-2024-05-13,Wash dishes with dishwasher,826_1,0.1429,,,,other,2026-04-22 14:40:13 - virtualhome_eval.evaluation.action_sequencing.scripts.evaluate_results - Program 826_1 did not pass gold test
gpt-4o-2024-05-13,Go to sleep,509_2,0.1429,,,,none,
gpt-4o-2024-05-13,Make coffee,229_1,0.1429,,,,other,2026-04-22 14:40:43 - virtualhome_eval.evaluation.action_sequencing.scripts.evaluate_results - Program 229_1 did not pass gold test
gpt-4o-2024-05-13,Make coffee,764_2,0.1429,,,,other,2026-04-22 14:40:43 - virtualhome_eval.evaluation.action_sequencing.scripts.evaluate_results - Program 764_2 did not pass gold test
gpt-4o-2024-05-13,Turn on light,585_1,0.1333,,,,planning_order,"2026-04-22 14:40:03 - virtualhome_eval.evaluation.action_sequencing.scripts.evaluate_results - Encounter error: ADDITIONAL_STEP | 2026-04-22 14:40:03 - virtualhome_eval.evaluation.action_sequencing.scripts.evaluate_results - Encounter error: ADDITIONAL_STEP | 2026-04-22 14:40:03 - virtualhome_eval.simulation.evolving_graph.eval_utils - GOAL FAIL! Not matched: {'id': 1000, 'class_name': 'light', 'state': 'ON'} | 2026-04-22 14:40:03 - virtualhome_eval.simulation.evolving_graph.eval_utils - GOAL FAIL! Not matched: {'id': 411, 'class_name': 'light', 'state': 'ON'}"
gpt-4o-2024-05-13,Put groceries in Fridge,772_1,0.1333,,,,none,
gpt-4o-2024-05-13,Turn on light,339_1,0.0,,,,format_or_parsing,", file 339_1 prediction has no prediction"
gpt-4o-2024-05-13,Turn on light,627_1,0.0,,,,none,
gpt-4o-2024-05-13,Turn on light,812_1,0.0,,,,none,
gpt-4o-2024-05-13,Brush teeth,696_1,0.0,,,,other,2026-04-22 14:40:05 - virtualhome_eval.evaluation.action_sequencing.scripts.evaluate_results - Program 696_1 did not pass gold test
gpt-4o-2024-05-13,Put groceries in Fridge,609_2,0.0,,,,none,
gpt-4o-2024-05-13,Go to toilet,430_2,0.0,,,,none,
gpt-4o-2024-05-13,Go to toilet,478_1,0.0,,,,none,
gpt-4o-2024-05-13,Go to toilet,624_2,0.0,,,,none,
gpt-4o-2024-05-13,Wash hands,154_2,0.0,,,,planning_order,2026-04-22 14:40:14 - virtualhome_eval.evaluation.action_sequencing.scripts.evaluate_results - Encounter error: MISSING_STEP | 2026-04-22 14:40:14 - virtualhome_eval.evaluation.action_sequencing.scripts.evaluate_results - failed_error_code=1
gpt-4o-2024-05-13,Wash hands,517_1,0.0,,,,planning_order,2026-04-22 14:40:15 - virtualhome_eval.evaluation.action_sequencing.scripts.evaluate_results - Encounter error: MISSING_STEP | 2026-04-22 14:40:15 - virtualhome_eval.evaluation.action_sequencing.scripts.evaluate_results - failed_error_code=1
gpt-4o-2024-05-13,Wash hands,562_1,0.0,,,,relation_grounding,"2026-04-22 14:40:15 - virtualhome_eval.simulation.evolving_graph.eval_utils - GOAL FAIL! Not found: {'from_id': 1000, 'relation_type': 'INSIDE', 'to_id': 1001}"
gpt-4o-2024-05-13,Wash hands,580_1,0.0,,,,planning_order,2026-04-22 14:40:15 - virtualhome_eval.evaluation.action_sequencing.scripts.evaluate_results - Encounter error: MISSING_STEP | 2026-04-22 14:40:15 - virtualhome_eval.evaluation.action_sequencing.scripts.evaluate_results - failed_error_code=1
gpt-4o-2024-05-13,Wash hands,660_1,0.0,,,,none,
gpt-4o-2024-05-13,Wash hands,672_1,0.0,,,,planning_order,2026-04-22 14:40:16 - virtualhome_eval.evaluation.action_sequencing.scripts.evaluate_results - Encounter error: MISSING_STEP | 2026-04-22 14:40:16 - virtualhome_eval.evaluation.action_sequencing.scripts.evaluate_results - failed_error_code=1
gpt-4o-2024-05-13,Wash hands,741_1,0.0,,,,none,
gpt-4o-2024-05-13,Wash hands,750_2,0.0,,,,none,
gpt-4o-2024-05-13,Wash hands,80_1,0.0,,,,planning_order,2026-04-22 14:40:16 - virtualhome_eval.evaluation.action_sequencing.scripts.evaluate_results - Encounter error: MISSING_STEP | 2026-04-22 14:40:16 - virtualhome_eval.evaluation.action_sequencing.scripts.evaluate_results - failed_error_code=1
gpt-4o-2024-05-13,Wash hands,995_2,0.0,,,,planning_order,2026-04-22 14:40:17 - virtualhome_eval.evaluation.action_sequencing.scripts.evaluate_results - Encounter error: MISSING_STEP | 2026-04-22 14:40:17 - virtualhome_eval.evaluation.action_sequencing.scripts.evaluate_results - failed_error_code=1
gpt-4o-2024-05-13,Pet cat,388_2,0.0,,,,none,
gpt-4o-2024-05-13,Wash teeth,313_2,0.0,,,,relation_grounding,"2026-04-22 14:40:21 - virtualhome_eval.evaluation.action_sequencing.scripts.evaluate_results - Encounter error: MISSING_STEP | 2026-04-22 14:40:21 - virtualhome_eval.evaluation.action_sequencing.scripts.evaluate_results - failed_error_code=1 | 2026-04-22 14:40:21 - virtualhome_eval.simulation.evolving_graph.eval_utils - GOAL FAIL! Not found: {'from_id': 65, 'relation_type': 'HOLDS_LH', 'to_id': 1001}"
gpt-4o-2024-05-13,Wash teeth,689_1,0.0,,,,relation_grounding,"2026-04-22 14:40:21 - virtualhome_eval.simulation.evolving_graph.eval_utils - GOAL FAIL! Not found: {'from_id': 65, 'relation_type': 'HOLDS_LH', 'to_id': 1002}"
gpt-4o-2024-05-13,Wash teeth,718_1,0.0,,,,relation_grounding,"2026-04-22 14:40:21 - virtualhome_eval.evaluation.action_sequencing.scripts.evaluate_results - Encounter error: MISSING_STEP | 2026-04-22 14:40:21 - virtualhome_eval.evaluation.action_sequencing.scripts.evaluate_results - failed_error_code=1 | 2026-04-22 14:40:21 - virtualhome_eval.simulation.evolving_graph.eval_utils - GOAL FAIL! Not found: {'from_id': 65, 'relation_type': 'HOLDS_LH', 'to_id': 1001}"
gpt-4o-2024-05-13,Listen to music,415_1,0.0,,,,none,
gpt-4o-2024-05-13,Listen to music,59_1,0.0,,,,relation_grounding,"2026-04-22 14:40:23 - virtualhome_eval.evaluation.action_sequencing.scripts.evaluate_results - Encounter error: MISSING_STEP | 2026-04-22 14:40:23 - virtualhome_eval.evaluation.action_sequencing.scripts.evaluate_results - failed_error_code=1 | 2026-04-22 14:40:23 - virtualhome_eval.simulation.evolving_graph.eval_utils - GOAL FAIL! Not found: {'from_id': 1001, 'relation_type': 'ON', 'to_id': 65}"
gpt-4o-2024-05-13,Drink,528_1,0.0,,,,none,
gpt-4o-2024-05-13,Read book,15_2,0.0,,,,none,
gpt-4o-2024-05-13,Read book,897_2,0.0,,,,none,
gpt-4o-2024-05-13,Relax on sofa,941_2,0.0,,,,none,
gpt-4o-2024-05-13,Pick up phone,180_1,0.0,,,,relation_grounding,"2026-04-22 14:40:40 - virtualhome_eval.evaluation.action_sequencing.scripts.evaluate_results - Encounter error: MISSING_STEP | 2026-04-22 14:40:40 - virtualhome_eval.evaluation.action_sequencing.scripts.evaluate_results - failed_error_code=1 | 2026-04-22 14:40:40 - virtualhome_eval.simulation.evolving_graph.eval_utils - GOAL FAIL! Not found: {'from_id': 65, 'relation_type': 'HOLDS_RH', 'to_id': 247}"
gpt-4o-2024-05-13,Pick up phone,195_1,0.0,,,,none,
gpt-4o-2024-05-13,Pick up phone,211_1,0.0,,,,none,
gpt-4o-2024-05-13,Pick up phone,241_1,0.0,,,,none,
gpt-4o-2024-05-13,Pick up phone,264_1,0.0,,,,relation_grounding,"2026-04-22 14:40:40 - virtualhome_eval.evaluation.action_sequencing.scripts.evaluate_results - Encounter error: MISSING_STEP | 2026-04-22 14:40:40 - virtualhome_eval.evaluation.action_sequencing.scripts.evaluate_results - failed_error_code=1 | 2026-04-22 14:40:40 - virtualhome_eval.simulation.evolving_graph.eval_utils - GOAL FAIL! Not found: {'from_id': 65, 'relation_type': 'HOLDS_RH', 'to_id': 1000}"
gpt-4o-2024-05-13,Pick up phone,265_2,0.0,,,,none,
gpt-4o-2024-05-13,Pick up phone,352_1,0.0,,,,none,
gpt-4o-2024-05-13,Pick up phone,436_1,0.0,,,,none,
gpt-4o-2024-05-13,Pick up phone,442_2,0.0,,,,none,
gpt-4o-2024-05-13,Pick up phone,474_2,0.0,,,,none,
gpt-4o-2024-05-13,Pick up phone,497_1,0.0,,,,none,
gpt-4o-2024-05-13,Pick up phone,601_2,0.0,,,,none,
gpt-4o-2024-05-13,Pick up phone,70_1,0.0,,,,none,
gpt-4o-2024-05-13,Pick up phone,864_2,0.0,,,,none,
gpt-4o-2024-05-13,Pick up phone,974_1,0.0,,,,relation_grounding,"2026-04-22 14:40:42 - virtualhome_eval.evaluation.action_sequencing.scripts.evaluate_results - Encounter error: MISSING_STEP | 2026-04-22 14:40:42 - virtualhome_eval.evaluation.action_sequencing.scripts.evaluate_results - failed_error_code=1 | 2026-04-22 14:40:42 - virtualhome_eval.simulation.evolving_graph.eval_utils - GOAL FAIL! Not found: {'from_id': 65, 'relation_type': 'HOLDS_RH', 'to_id': 1000}"
gpt-4o-2024-05-13,Pick up phone,976_2,0.0,,,,none,
gpt-4o-2024-05-13,Set up table,84_1,0.0,,,,none,
gpt-4o-2024-05-13,Set up table,93_1,0.0,,,,none,
gpt-4o-2024-05-13,Get some water,368_1,0.0,,,,none,
gpt-4o-2024-05-13,Take shower,729_2,0.0,,,,none,
gpt-4o-2024-05-13,Take shower,975_2,0.0,,,,none,
gpt-4o-2024-05-13,Wash dishes by hand,31_1,0.0,,,,none,
gpt-4o-2024-05-13,Wash dishes by hand,553_2,0.0,,,,none,
gpt-4o-2024-05-13,Wash dishes by hand,961_1,0.0,,,,none,
